"고유번호","언어","상호명","콘텐츠URL","주소","신주소","전화번호","웹사이트","운영시간","운영요일","휴무일","교통정보"
"27488","ja","ソウル植物園","https://japanese.visitseoul.net/nature/seoul-botanic-park-jp/JPP027397?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP027397"," ソウル市江西?麻谷洞 812","07789 ソウル市カンソ(江西)?マゴンドンロ161 (麻谷洞)ソウル植物園","+82-2-2104-9716","http://botanicpark.seoul.go.kr/","3~10月 9:30-18:00(最終入場17:00) (KST) 11~2月 9:30-17:00(最終入場16:00) (KST)","火曜日~日曜日 公園(開かれた森、湖水園、?地園)：年中無休","月曜日","地下?9?線/空港?道「マゴンナル」?3番、4番出口連結 地下?9?線「ヤンチョンヒャンギョ」?8番出口徒?5分 地下?5?線「マゴク」?2番出口徒?10分"
"24066","zh-CN","梅花近?公?","https://chinese.visitseoul.net/nature/梅花公?/CNP001799?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP001799","157-030 首?市江西?登村洞630-10 ","07550 首?市江西??川路62街14 (登村洞) ","+82-2-2600-4187","http://parks.seoul.go.kr/parks/detailView.do?pIdx=18","24小??放","周一~周日","","9?? 曾米站4?出口  "
"12315","ko","현대원서공원","https://korean.visitseoul.net/nature/현대원서공원/KOP012311?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP012311"," 서울 종로구 원서동 181 ","03058 서울특별시 종로구 창덕궁길 19 (원서동) ","02-731-0120","","","","","3호선 안국 3번 출구에서 약 400m"
"22373","zh-TW","高尺近?公園","https://tchinese.visitseoul.net/nature/高尺近?公園/TCP002269?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP002269","152-080 首爾市九老區高尺2洞 山 9-14 ","08239 首爾市九老區高尺路45街31 (高尺洞、高尺市立圖書館) ","+82-2-2619-6640","https://www.guro.go.kr/www/contents.do?key=2996&","","","","1號線開峰站2號出口步行20分鐘    "
"4398","ja","クァナクサン(冠岳山)","https://japanese.visitseoul.net/nature/Gwanaksan?Mountain-JP/JPP004398?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP004398","151-010 ソウル市冠岳?新林洞 一?","151-010  ","+82-2-879-6521","http://www.gwanak.go.kr/site/gwanak/05/10503020100002016051205.jsp","","","","地下?4?線「サダン」?5番出口からタクシ?を利用 地下?4?線「チョンブ·クァチョンチョンサ」?11番出口からタクシ?を利用 地下?2?線「ソウルデイプク」?3番出口から5528番、6512番のバスに?り換え「クァナクサンイック(冠岳山入口)」で下車  "
"1842","zh-TW","首爾林","https://tchinese.visitseoul.net/nature/首爾林-서울숲/TCP001838?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP001838","133-111 首爾市城東區聖水洞1街685-20 ","04770 首爾市城東區?島路273(聖水洞一街、東部公園休閒中心) ","+82-2-460-2905","https://parks.seoul.go.kr/","首爾林24小時開放(但部分設施會有使用時間限制 生態林 : 05:30~21:30 KST (生態保護區域) 昆蟲植物園 : 10:00~17:00 KST (每週一休館) 蝴蝶庭園 : 10:00~17:00 KST (5~10月,週一休館)  生態學習場 : 活動營運時開放入場 地面噴水池?動時間 : 5~9月?動(每週一定期檢修) -5~6月,9月 : 1,2,3,4點，每次30分鐘，共4次 -7~8월 : 12,1,2,3,4點，每次30分鐘，共5次 湖水噴水池?動時間 : 5~9月 平日共2次(11~13點, 15~16點), 公休日共1次(13~16點) 遊客中新: 09:00~18:00 KST (年中無休) / 冬季 10:00~17:00 KST (11~2月‘) 輪椅、쒂兒車、步行補助車租借: 最多2小時免費(※ 需要提供身分證) 交流中心 : ?辦活動及展覽時開放","","","地鐵2號線纛島站8號出口步行15分鐘 地鐵盆唐線首爾林站3、4號出口步行5分鐘"
"1840","ko","서울숲","https://korean.visitseoul.net/nature/서울숲/KOP001838?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP001838"," 서울시 성동구 성수동1가 685-20 ","04770 성동구 뚝섬로 273(성수동1가, 동부공원여가센터) ","02-460-2905","https://parks.seoul.go.kr/","서울숲은 24시간 개방합니다. 생태숲 : 05:30~21:30 (생태보전구역) 곤충식물원 : 10:00~17:00 (매주 월 휴관) 나비정원 : 10:00~17:00 (5~10월, 월 휴관)  생태학습장 : 프로그램 운영 시 개장 바닥분수 가동시간 : 5~9월 가동(월요일 정기점검)                               -5~6월,9월 : 1,2,3,4시, 30분씩 4회                               -7~8월 : 12,1,2,3,4시, 30분씩 5회 호수분수 가동시간 : 5~9월 평일 총 2회(11~13시, 15~16시), 휴일 1회(13~16시) 방문자센터 : 09:00~18:00(연중 무휴) / 동절기 10:00~17:00 (11~2월)                     휠체어, 유모차, 보행보조차 대여: 최대 2시간 무료대여(※ 신분증 필요) 커뮤니티센터 : 프로그램 및 전시 등의 운영시 개장","월~일","연중무휴","2호선 뚝섬역 8번 출구 도보 15분 분당선 서울숲역 3,4번 출구 도보 5분  "
"3599","ko","도봉산","https://korean.visitseoul.net/nature/도봉산/KOP003598?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP003598","132-010 서울 도봉구 도봉동 경기 의정부시, 양주시 장흥면 일대","132-010 서울특별시 도봉구 도봉동 경기 의정부시, 양주시 장흥면 일대 ","02-954-2566","https://tour.dobong.go.kr/Contents.asp?code=10006251","07:30 ~ 18:00 (3월~10월) 08:00 ~ 17:00 (11월~2월)","매일","","7호선 도봉산 1번 출구 도보 10분  1호선 도봉산 1번 출구 도보 10분  "
"23501","ja","ヨンマ(龍馬)?公園","https://japanese.visitseoul.net/nature/yongma-waterfall-park-jp/JPP001943?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP001943","131-812 ソウル市中浪?面牧洞 山1-4","02257 ソウル市チュンナン(中浪)?ヨンマサンロ250-12 (面牧洞)","+82-2-2094-2342","http://japanese.jungnang.go.kr/jpn/main/contents.do?menuNo=1800041","?の稼?時間 [平日]11:00?12:00／13:00?14:00／15:00?16:00 [休日]11:00?12:00／13:00?14:00／15:00?16:00／17:00?18:00 ハイシ?ズン(7月22日?) [平日]11:00?12:00／13:00?14:00／15:00?16:00／17:00?18:00 [休日]11:00?12:00／13:00?14:00／15:00?16:00／17:00?18:00／19:00?21:00 ※ 人工の?の稼動期間：5月?8月","","","地下?7?線「ヨンマサン」?2番出口徒?5分"
"23466","ko","서울함 공원","https://korean.visitseoul.net/nature/hanriverhamsangpark/KOP023466?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP023466","121-889 서울 마포구 망원동 205-5 ","03954 서울 마포구 마포나루길 407 (망원동, 세븐일레븐) ","02-332-7500","http://seoulbattleshippark.com/xe/main","하절기(3~10월) 평일 10:00~19:00, 주말 10:00~20:00 동절기(11~2월) 평일 10:00~17:00, 주말 10:00~18:00 ","화~일","월요일","2호선 신촌역?홍대입구역(마을버스 9번) 환승 후 망원유수지 하차 도보 10분 6호선 망원역(마을버스 9번) 환승 후 망원유수지 하차 도보 10분 6호선 합정역(마을버스 16번) 환승 후 망원유수지 하차 도보 10분"
"35628","en","Metasequoia Forest Park","https://english.visitseoul.net/nature/MetasequoiaForestPark/ENP035621?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP035621"," 481-72, Sangam-dong, Mapo-gu, Seoul ","03900 95, Haneulgongwon-ro, Mapo-gu, Seoul ","","","Open year round","","","Subway Line 6, Mapo-gu Office Station, Exit 8"
"27358","en","Mangusan Philosopher's Path","https://english.visitseoul.net/nature/Mangusan-Mountain-Thinking-Path/ENP027296?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP027296","131-800 57-1, Mangu-dong, Jungnang-gu, Seoul ","02178 570, Mangu-ro, Jungnang-gu, Seoul ","","","","","","Gyeongui-Jungang Line, Yangwon Station, Exit 2"
"24454","en","Gyeongchun Line Forest Park","https://english.visitseoul.net/nature/GyeongchunLineForestPark/ENP023601?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP023601","139-873 Hagye-dong, Nowon-gu, Seoul ","01863 88, Gongneung-ro 55-gil, Nowon-gu, Seoul ","+82-2-3783-5977","","","","","* Subway Line 1, Wolgye Station, Exit 1  * Subway Line 6, Hwarangdae Station, Exits 2 & 4"
"29928","zh-CN","三川寺溪谷","https://chinese.visitseoul.net/nature/三川寺溪谷1/CNP029802?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP029802","122-200 首?市恩平?津?洞山25-2 ","03308 首?市恩平?延曙路54街127 (津?洞)附近 ","","","","","","3、6?? 延新?站2?出口  3?? ?把?站2?出口"
"5475","zh-CN","首?大公?","https://chinese.visitseoul.net/nature/首?大公?/CNP005475?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP005475","  ","13829 京畿道果川市大公???路102 ","+82-2-500-7335","https://grandpark.seoul.go.kr/lang/cha.do","【?/植物?、主?花??放??】 5月至10月：09:00~19:00  11月至2月：09:00~17:00  3至4月, 9至10月：09:00~18:00 ?室植物?：10:00~16:00(全年) ※??前1小?截止入?  【露??】 3月30日~11月10日(可能??) - 09:00~19:00 (?日露??)  - 12:00~隔日10:00 (夜??棚?)","周一至周日","年中无休","4?? 首?大公?站2?出口  "
"4924","ja","ソ(西)ソウル湖公園","https://japanese.visitseoul.net/nature/West-Lake-Park-Seoseoul-Lake-Park-JP/JPP004924?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP004924"," ソウル市陽川?新月洞149-20 公園管理事務所"," ソウル市ヤンチョン(陽川)?ナンブスンファンロ64ギル20 (新月洞)公園管理事務所","+82-2-2604-3004","http://parks.seoul.go.kr/template/sub/lakepark.do","24時間開放","","年中無休","地下?5?線?ファゴク??7番出口を出て652番、6625番、6627番バスに?り換え 地下?5?線?カチサン??4番出口を出て653番バスに?り換え"
"11072","ko","홍익문화공원","https://korean.visitseoul.net/nature/홍대-놀이터/KOP011070?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP011070"," 서울 마포구 서교동 358-36 서교빌딩","04040 서울 마포구 와우산로21길 19-3 서교빌딩","02-120","","","","","6호선 상수역2번 출구에서 600m 이내"
"43390","zh-CN","瑞草花??","https://chinese.visitseoul.net/nature/SeochoFlowerGarden/CNPsgywus?utm_source=seoulopendata&utm_medium=nature&utm_content=CNPsgywus","  ","06799 首?市 瑞草? 新院洞 325-2 ?谷中?前 ","","","","","","新盆唐? ?溪山站 1?出口"
"8020","ko","화랑로 낙엽거리","https://korean.visitseoul.net/nature/화랑로-낙엽거리/KOP008020?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP008020","139-240 서울 노원구 공릉동 육군사관학교 일대","01805 서울특별시 노원구 공릉동 육군사관학교 일대 ","02-120","","","","","6호선 화랑대 도보 10분"
"2211","zh-CN","?村土城","https://chinese.visitseoul.net/nature/?村土城/CNP002210?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP002210"," 首?松坡?芳荑洞 88-3??村土城"," 首?特?市松坡?五?洞88（?林匹克路424??林匹克公?） ","+82-2-2147-2001","","?村土城： 步行或自行?出入：05:00~22:00 ??出入：06:00~22:00  ?村?史?：09:00 ~ 18:00","","周一??","8?? ?村土城站1?出口 5??（?川方向） ?林匹克公?站3?出口步行15分?"
"23996","en","Yangjaecheon Stream & Tancheon Stream","https://english.visitseoul.net/nature/Yangjaecheon-Stream--Tancheon-Stream/ENP002429?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP002429","135-090  ","  ","+82-2-2155-7153","http://www.seocho.go.kr/site/seocho/04/10405011000002015070703.jsp","","","","* Subway Line 3, Maebong Station, Exits 3 & 4 (5 mins on foot) * Subway Line 3 & Bundang Line, Dogok Station, Exits 3 & 4 (5 mins on foot)"
"1786","zh-TW","石村湖公園","https://tchinese.visitseoul.net/nature/石村湖公園-석촌호수공원/TCP001136?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP001136","138-915 首爾市松坡區三學士路136 ","05608 首爾市松坡區三學士路136 ","+82-2-412-0190","","24小時","週一~週日","無","2號線蠶室站2號出口或3號出口"
"1411","ko","강서습지생태공원 ","https://korean.visitseoul.net/nature/강서습지생태공원/KOP001411?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP001411"," 서울특별시 강서구 방화동 47 ","07518 서울특별시 강서구 양천로27길 279-23 ","02-3780-0621","","교육 프로그램에 따라 차이가 있음. 홈페이지에서 진행 프로그램 참조. *단체 및 개인 관찰 -자유롭게 이용 (일출 전,일몰 후에는 출입 제한) ","","","5호선 방화역 1번, 2번 출구 도보 25분  "
"38837","ja","ウンボンサン(鷹峰山)夜景","https://japanese.visitseoul.net/nature/ウンボンサン鷹峰山夜景/JPP038786?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP038786"," ソウル市ソンドン(城東)?クムホ洞4ガ1539 ","04743 ソウル市ソンドン(城東)?トッソダンロ362 (ウンボンサン(鷹峰山)夜景 公衆トイレ) ","+82-2-2286-6061","","00:00-24:00","?日","","京義中央線「ウンボン」?1番出口から895m"
"29838","ja","チングァンサ(津寬寺)?谷","https://japanese.visitseoul.net/nature/Jingwansa-valley-jp/JPP029800?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP029800","122-200 ソウル市恩平?津?洞354 ","03308 ソウル市ウンピョン(恩平)?チングァンギル73 (津?洞)","","","","","","地下?3?線/6?線「ヨンシンネ」?2番出口 地下?3?線「クパバル」?2番出口"
"43382","ko","청계산 수변공원","https://korean.visitseoul.net/nature/CheonggyesanStreamWatersidePark/KOPv3l77y?utm_source=seoulopendata&utm_medium=nature&utm_content=KOPv3l77y"," 서울 서초구 신원동 283-1 ","06802 서울 서초구 청계산로9길 1-15 (신원동) ","","","","","","신분당선 청계산입구역 1번 출구"
"16489","zh-CN","石村湖夜景","https://chinese.visitseoul.net/nature/石村湖的夜景/CNP016328?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP016328","  ","05608 首?松坡?三?士路136（쒧室洞） ","+82-2-412-0190","","","","","2??쒧室站2?出口 8??쒧室站11?出口"
"16469","zh-CN","北岳山夜景","https://chinese.visitseoul.net/nature/北岳山的夜景/CNP016324?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP016324"," 6-17, mountain, Pyeongchang-dong, Jongno-gu, Seoul, Korea ","03010 267, Bugaksan-ro, Jongno-gu, Seoul, Korea (평창동, 북악팔각정) ","","","夏季(3~10月) AM 09:00 ~ PM 04:00 冬季(11~2月) AM 10:00 ~ PM 03:00 ※ 截止?? : 夏季(PM 06:00), 冬季(PM 05:00)","","每周一（若周一?公休日??延至周二) ",""
"37694","zh-CN","白?山","https://chinese.visitseoul.net/nature/白?山/CNP037529?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP037529"," 首?西大??弘恩洞 ","03651 首?西大??弘恩洞 ","","","","","",""
"37033","zh-TW","廣津森林渡口","https://tchinese.visitseoul.net/nature/廣津森林渡口/TCP037010?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP037010"," 首爾市廣津區廣壯洞401-16 ","04982 首爾市廣津區廣壯路11 ","+82-120","","","","","地鐵5號線廣渡口站1號出口"
"36845","ja","クムソンサ(金仙寺)","https://japanese.visitseoul.net/nature/金仙寺/JPP036843?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP036843"," ソウル市鍾路??基洞196-2 ","03000 ソウル市チョンノ(鍾路)?ピボンギル137 (?基洞)","+82-2-395-9911","http://www.geumsunsa.org/","","","",""
"4926","zh-CN","西首?湖水公?","https://chinese.visitseoul.net/nature/西首?湖水公?/CNP004924?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP004924"," 首?市?川?新月洞149-20 "," 首?特?市?川?南部循?路64街20（新月洞，公?管理?公室） ","+82-2-2604-3004","http://parks.seoul.go.kr/template/sub/lakepark.do","24小??放","周一~周日","年中无休","5?? 禾谷站7?出口出?后?乘652, 6625, 6627?公? 5?? 喜?山站4?出口出?后?乘653?公?"
"24039","en","Manguri Park","https://english.visitseoul.net/nature/Manguri-Park/ENP002100?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP002100","  "," 2, Mangwoo-ro 91-gil, Jungnang-gu, Seoul ","+82-2-2094-6824","http://www.jungnang.go.kr/portal/main/contents.do?menuNo=200601","","","","Gyeongui-Jungang Line, Yangwon Station, Exit 2"
"29860","en","Jingwansa Valley","https://english.visitseoul.net/nature/Jingwansa-Valley/ENP029800?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP029800","122-200 354, Jingwan-dong, Eunpyeong-gu, Seoul ","03308 73, Jingwan-gil, Eunpyeong-gu, Seoul ","","","","","","* Subway Lines 3 & 6, Yeonsinnae Station, Exit 2 * Subway Line 3, Gupabal Station, Exit 2"
"43285","en","Jungnangcheon Stream Embankment","https://english.visitseoul.net/nature/JungnangcheonStreamEmbankment/ENP001981?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP001981","01770 The whole area of ??Myeonmok-dong, Jungnang-gu, Seoul ","01770 The whole area of ??Myeonmok-dong, Jungnang-gu, Seoul ","+82-2-938-9520","https://www.jrecocenter.or.kr/","","","","10min walk from Subway Line 7, Junghwa Station, Exit 3 & 4  10min walk from Subway Line 1, Sinimun Station, Exit 3  10min walk from Subway Line 1, Hankuk University of Foreign Studies Station, Exit 2"
"16424","zh-TW","天空公園夜景","https://tchinese.visitseoul.net/nature/天空公園夜景-TC/TCP016322?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP016322"," 481-72, Sangam-dong, Mapo-gu, Seoul, Korea ","03900 95, Haneulgongwon-ro, Mapo-gu, Seoul, Korea (상암동, 탐방객안내소) ","","","","","",""
"3796","zh-CN","北岳山 (首???都城)","https://chinese.visitseoul.net/nature/北岳山북악산/CNP003796?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP003796","110-817  首??路?玉仁6街 26-17 一?","03020 首?市?路?彰??路118 ","+82-2-730-9924","https://www.chf.or.kr/cms/content/view/849","11~2月 9:00~17:00 (入?截止至15：00) 3~4月/9~10月 7:00~18:00 (入?截止至16：00) 5~8月 7:00~19:00 (入?截止至17：00)","星期一~星期天","","3?? 景福?站3?出口出?后，乘0212路、1020路、7022路公交?，在紫霞?                   ?下?，步行5分?  3?? 安? 2?出口出?后，乘02路公交?，?点站下?，步行25分?  4?? 惠化 1?出口出?后，乘08路公交?，?点站下?，步行25分?  "
"3702","en","Naksan Park","https://english.visitseoul.net/nature/Naksan-Park/ENP003700?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP003700","110-510 2-10, Dongsung-dong, Jongno-gu, Seoul ","03085 41, Naksan-gil, Jongno-gu, Seoul ","+82-2-743-7985","http://parks.seoul.go.kr/template/sub/naksan.do","Naksan Exhibition Hall: 09:00 - 18:00 (Winter 09:00 - 17:00) (KST) Park is open 24 hours","","","Subway Line 4, Hyehwa Station, Exit 2 (10 mins on foot) Subway Line 6, Changsin Station, Exit 3 (Take bus no. 03 → Get off at last stop) Subway Line 1, Dongdaemun Station, Exit 5 (Take bus no. 03 → Get off at last stop)"
"29530","zh-CN","松林近?公?","https://chinese.visitseoul.net/nature/松林近?公?/CNP029458?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP029458","142-892 首?市江北?牛耳洞80 ","01007 首?市江北?三?路561 (牛耳洞) ","+82-2-901-6939","https://www.gangbuk.go.kr/tour/contents.do?key=352","","","","牛耳新??4.19民主墓地站2?出口步行279米"
"24096","en","Maehwa Park","https://english.visitseoul.net/nature/Maehwa-Park/ENP001799?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP001799","157-030 630-10, Deungchon-dong, Gangseo-gu, Seoul ","07550 14, Yangcheon-ro 62-gil, Gangseo-gu, Seoul ","+82-2-2600-4187","http://parks.seoul.go.kr/parks/detailView.do?pIdx=18","","","Open year round","Subway Line 9, Jeungmi Station, Exit 4  "
"15082","zh-TW","漢江","https://tchinese.visitseoul.net/nature/漢江/TCP015060?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP015060","150-010 首爾永登浦區汝矣島洞 ","07243 首爾市永登浦區汝矣公園路68 ","","","","","","5號線汝矣渡口站1號出口出步行5分鐘    5號線汝矣島站3號出口出步行5分鐘   "
"2841","ko","망원 한강공원","https://korean.visitseoul.net/nature/망원-한강공원/KOP002841?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP002841","121-230 서울 마포구 망원동 205-4","04005 서울특별시 마포구 마포나루길 467 (망원동) 한강공원망원지구사무소 ","02-3780-0601","https://hangang.seoul.go.kr/archives/46737","24시간","","","6호선 망원 1번 출구에서 9번 버스 이용 (2000m)  2호선 합정 1번 출구에서 16번 버스 이용 (1500m)  "
"712","zh-TW","仙遊島公園","https://tchinese.visitseoul.net/nature/仙遊島公園/TCP000378?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP000378","150-040 首爾市永登浦區堂山洞 1 ","07200 首爾市永登浦區仙遊路343 ","+82-2-2634-7250","http://parks.seoul.go.kr/template/sub/seonyudo.do","公園 06:00~24:00 展示館 09:00~18:00","","","地鐵9號線仙遊島站2號出口步行7分鐘 "
"668","zh-CN","北?山?立公?","https://chinese.visitseoul.net/nature/北?山?立公?/CNP000369?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP000369","136-855 首?江北?牛耳洞 北?山?立公? ","02700 首?市城北????路34街6-21 ","+82-2-909-0497","http://bukhan.knps.or.kr/","","","","3?? ?把拔站1?出口出?后乘坐704,34?公?"
"667","ja","北漢山?立公園","https://japanese.visitseoul.net/nature/北漢山?立公園/JPP000369?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP000369","136-855 ソウル市城北?貞陵洞 山1-1","02700 ソウル市ソンブクグ(城北?)ポグンムンロ34ギル6-21 (貞陵洞)","+82-2-909-0497","http://bukhan.knps.or.kr/","4:00-17:00(3月~11月) 4:00­16:00(12月~2月)","?日","","地下?3?線「クパバル」?1番出口から704番·34番のバスに?り換え、プッカンサンソン(北漢山城)で下車   地下?3?線「プルグァン」?   "
"35074","ja","コチョク(高尺)近隣公園","https://japanese.visitseoul.net/nature/高尺近隣公園/JPP002269?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP002269","152-080 ソウル市九老?高尺2洞 山9-14 ","08239 ソウル市クロ(九老)?コチョクロ45ギル31 (高尺2洞)","+82-2-2619-6640","https://www.guro.go.kr/www/contents.do?key=2996&","","","","地下?1?線「ケボン」?2番出口徒?20分    "
"36952","zh-CN","秋天??道 ? 南山南?循?路","https://chinese.visitseoul.net/nature/秋天??道-?-南山南?循?路/CNP036947?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP036947"," 首?市?山??山洞2街山1-3 ","04340 首?市?山?南山公?路126 ","+82-2-2199-7623","https://www.seoul.go.kr/storyw/autumn/list.do","","","",""
"23828","zh-CN","甘露泉生?公?","https://chinese.visitseoul.net/nature/甘露泉生?公?/CNP002263?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP002263","153-815  首?市衿川??山洞373 一? 371?375, 373일대 ","08556 首?市衿川??山路54街188 (衿川?民文化?育中心) ","+82-2-2627-2395","http://parks.seoul.go.kr/parks/detailView.do?pIdx=39","","","","1?? 衿川??站?乘08社?巴士至文化?育中心前下?"
"2269","ko","고척근린공원","https://korean.visitseoul.net/nature/고척근린공원/KOP002269?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP002269","152-080 서울 구로구 고척2동 산 9-14 ","08239 서울 구로구 고척로45길 31 (고척동, 고척시립도서관) ","02-2619-6640","http://www.guro.go.kr/culture/attraction/park/park01.jsp","","","","1호선 개봉역 2번출구 도보 20분 거리    "
"36843","ko","금선사","https://korean.visitseoul.net/nature/금선사/KOP036843?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP036843"," 서울 종로구 구기동 196-2 ","03000 서울 종로구 비봉길 137 (구기동, 금선사) ","02-395-9911","http://www.geumsunsa.org/","","","",""
"3011","en","Nakseongdae Park","https://english.visitseoul.net/nature/Nakseongdae-Park/ENP003008?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP003008","151-050 Bongcheon-dong, Gwanak-gu, Seou 228","08799 77, Nakseongdae-ro, Gwanak-gu, Seoul ","+82-2-879-6519","http://www.gwanak.go.kr/site/eng/03/10303010000002016080206.jsp","","","","Subway Line 2, Nakseongdae Station, Exit 4 "
"22414","zh-TW","龜巖公園","https://tchinese.visitseoul.net/nature/龜巖公園/TCP002027?utm_source=seoulopendata&utm_medium=nature&utm_content=TCP002027","157-807 首爾市江西區加陽洞1471 ","07525 首爾市江西區許浚路5街42 (加陽洞、龜巖公園管理辦公室) ","+82-2-2600-4112","","","","","9號線加陽站1號出口"
"29939","ja","イチョン·ハンガン(二村·漢江)公園","https://japanese.visitseoul.net/nature/ichon-hangang-park-jp/JPP003617?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP003617","140-031 ソウル市龍山?二村洞302-17 ","140-031 ソウル市ヨンサン(龍山)?イチョンロ72ギル62 (二村洞)","+82-2-3780-0551","https://hangang.seoul.go.kr/archives/46695","","","","地下?4?線/キョンイ·チュンアン線「イチョン」?4番出口徒?10分  "
"23546","zh-CN","佛岩山","https://chinese.visitseoul.net/nature/佛岩山1/CNP003828?utm_source=seoulopendata&utm_medium=nature&utm_content=CNP003828","139-200 首?市芦原?中溪洞山26  ","01716 首?市芦原?德陵路94街73 (中溪洞) ","+82-2-950-3395","https://www.nowon.kr/www/info/info1/info1_02.jsp","","","","4?? 堂?站1,2?出口步行15~20分? 4?? 上溪站1,4?出口步行20分? "
"24008","en","Gamrocheon Ecological Park","https://english.visitseoul.net/nature/Gamrocheon-Ecological-Park/ENP002263?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP002263","153-815 371-375, 373, Doksan 4(sa)-dong, Geumcheon-gu, Seoul ","08556 188, Doksan-ro 54-gil, Geumcheon-gu, Seoul ","+82-2-2627-2395","http://parks.seoul.go.kr/parks/detailView.do?pIdx=39","","","","* Subway Line 1, Geumcheon-gu Office Station  (Take bus no. 08 → Get off at Culture and Sports Center)"
"24007","en","Gocheok Neighborhood Park","https://english.visitseoul.net/nature/Gocheok-Neighborhood-Park/ENP002269?utm_source=seoulopendata&utm_medium=nature&utm_content=ENP002269","152-080 San 9-14, Gocheok 2-dong, Guro-gu, Seoul ","08239 31, Gocheok-ro 45-gil, Guro-gu, Seoul ","+82-2-2619-6640","https://www.guro.go.kr/www/contents.do?key=2996&","","","","Subway Line 1, Gaebong Station, Exit 2 (20 mins on foot)"
"2100","ko","망우리공원","https://korean.visitseoul.net/nature/브이스파-롯데에비뉴엘본점/KOP002100?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP002100"," 서울 중랑구 망우동 산 57-1 ","02178 서울 중랑구 망우로91길 2 (망우동) ","02-2094-6824","http://www.jungnang.go.kr/portal/main/contents.do?menuNo=200601","","","","경의중앙선 양원역 2번 출구  "
"28658","ko","소월길","https://korean.visitseoul.net/nature/소월길/KOP028658?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP028658"," 서울 중구 남창동 51-1 ","04528 서울 중구 소월로 3 (남창동, 에티버스타워) ","","","","","",""
"29824","ja","チャムォン(쒧院)·ハンガン(漢江)公園","https://japanese.visitseoul.net/nature/jamwon-hangang-park-jp/JPP002909?utm_source=seoulopendata&utm_medium=nature&utm_content=JPP002909","137-030 ソウル市瑞草?쒧院洞121 漢江公園쒧院案?センタ?","06513 ソウル市ソチョ(瑞草)?チャムォンロ221-124 (쒧院洞)ハンガン(漢江)公園チャムォン(쒧院)案?センタ?","+82-2-3780-0531","https://hangang.seoul.go.kr/archives/46678","","","","地下?3?線「アックジョン」?1番出口より800m 地下?3?線「シンサ」?5番出口より1,000m"
"29800","ko","진관사계곡","https://korean.visitseoul.net/nature/진관사계곡/KOP029800?utm_source=seoulopendata&utm_medium=nature&utm_content=KOP029800","122-200 서울 은평구 진관동 354 ","03308 서울 은평구 진관길 73 (진관동, 진관사) ","","","","","","3?6호선 연신내역 2번 출구 3호선 구파발 2번 출역"
